,expId,Compound,tempNLSDf
27,1,Everolimus (RAD001),2<>1<>7<>5<>18<>25<>18<>17<>14<>19<>14<>11<>10
28,1,Acitretin,3<>7<>13<>21<>24<>29<>38<>37<>32<>30<>35<>17<>23
29,1,AT9283,0<>3<>9<>22<>34<>27<>43<>47<>36<>34<>28<>25<>19
30,1,Lopinavir,7<>6<>11<>18<>16<>23<>18<>24<>21<>21<>27<>10<>13
31,1,Ivacaftor (VX-770),2<>8<>8<>15<>18<>18<>17<>14<>23<>21<>13<>17<>11
32,1,Ondansetron HCl,3<>9<>13<>19<>28<>23<>25<>21<>30<>22<>20<>16<>19
33,1,S3I-201,1<>5<>14<>18<>24<>26<>25<>27<>31<>20<>11<>18<>14
34,1,Tenofovir Disoproxil Fumarate,3<>5<>6<>17<>15<>26<>28<>24<>16<>13<>7<>15<>15
35,1,ABT-751 (E7010),21<>14<>15<>21<>21<>21<>28<>18<>22<>19<>21<>25<>20
36,1,Clopidogrel,3<>5<>9<>8<>17<>16<>10<>15<>10<>10<>11<>11<>5
37,1,WZ4002,3<>5<>13<>7<>5<>9<>18<>10<>16<>11<>11<>10<>10
38,1,Tianeptine sodium,4<>1<>11<>13<>15<>21<>27<>24<>22<>18<>15<>13<>11
39,1,Danoprevir (ITMN-191),3<>9<>9<>17<>25<>24<>24<>23<>19<>19<>16<>16<>11
40,1,Ziprasidone HCl,7<>5<>13<>17<>18<>19<>28<>20<>18<>23<>18<>9<>9
41,1,Thalidomide,2<>1<>7<>8<>8<>11<>13<>9<>6<>6<>5<>4<>5
42,1,Cilomilast,0<>4<>3<>5<>9<>11<>15<>13<>11<>9<>8<>7<>2
43,1,Dimesna,2<>4<>7<>11<>14<>23<>16<>17<>10<>13<>10<>12<>6
44,1,Moxifloxacin HCl,30<>21<>34<>26<>44<>34<>41<>35<>56<>22<>35<>31<>24
45,1,Methotrexate,2<>1<>7<>14<>21<>18<>18<>16<>18<>12<>10<>20<>13
46,1,Pimasertib (AS-703026),3<>14<>7<>16<>28<>31<>29<>29<>25<>19<>14<>11<>8
47,1,JIB-04,2<>4<>6<>13<>12<>11<>17<>12<>11<>6<>9<>8<>9
48,1,STF-118804,0<>1<>5<>8<>6<>8<>7<>6<>4<>5<>3<>2<>2
49,1,ABT-737,3<>31<>66<>58<>57<>49<>42<>35<>38<>31<>28<>23<>15
50,1,YM201636,2<>10<>15<>15<>14<>12<>8<>9<>6<>3<>3<>3<>3
51,1,Nintedanib (BIBF 1120),0<>10<>27<>18<>20<>10<>11<>7<>4<>7<>5<>5<>4
52,1,Raloxifene HCl,2<>4<>6<>14<>27<>19<>17<>19<>23<>26<>16<>14<>17
53,1,Dasatinib,3<>12<>10<>9<>10<>10<>19<>16<>17<>16<>15<>11<>11
54,1,Vincristine,13<>10<>18<>19<>26<>28<>18<>26<>19<>20<>15<>18<>15
55,1,Nilotinib (AMN-107),2<>4<>5<>7<>7<>8<>12<>9<>9<>11<>8<>8<>7
56,1,Entecavir Hydrate,0<>3<>8<>19<>26<>18<>22<>29<>23<>17<>8<>8<>11
57,1,Sunitinib Malate,0<>3<>9<>14<>20<>23<>25<>24<>18<>13<>13<>14<>11
58,1,Avagacestat (BMS-708163),1<>5<>12<>14<>9<>17<>15<>8<>14<>8<>9<>7<>2
59,1,Elesclomol (STA-4783),1<>3<>6<>3<>4<>4<>5<>7<>8<>5<>1<>1<>2
60,1,Altretamine,1<>6<>10<>7<>6<>8<>13<>14<>8<>9<>6<>4<>4
61,1,GDC-0941,1<>14<>15<>24<>16<>11<>11<>12<>12<>10<>8<>5<>5
62,1,Bumetanide,5<>7<>19<>28<>26<>30<>29<>27<>30<>30<>26<>21<>24
63,1,SB216763,2<>3<>11<>10<>14<>13<>14<>17<>11<>15<>13<>11<>6
64,1,FT-207 (NSC 148958),0<>1<>7<>8<>14<>29<>18<>21<>12<>15<>12<>16<>13
65,1,Iniparib (BSI-201),2<>3<>5<>9<>11<>10<>8<>10<>10<>7<>4<>5<>2
66,1,Dexamethasone (DHAP),3<>3<>8<>11<>16<>23<>16<>16<>23<>18<>16<>16<>13
67,1,Quisinostat (JNJ-26481585),4<>9<>22<>21<>26<>24<>34<>28<>33<>28<>33<>28<>19
68,1,Fluoxetine HCl,1<>2<>9<>9<>18<>24<>19<>25<>21<>15<>13<>11<>10
69,1,LY294002,2<>5<>6<>12<>17<>17<>21<>20<>13<>15<>12<>7<>12
70,1,Ivermectin,0<>3<>7<>16<>26<>18<>23<>20<>22<>18<>12<>11<>10
71,1,SGI-1027,2<>2<>7<>10<>11<>13<>11<>10<>6<>2<>3<>4<>3
72,1,ZCL278,1<>3<>10<>6<>14<>20<>22<>17<>19<>23<>14<>10<>10
73,1,GSK690693,1<>10<>16<>14<>22<>18<>19<>18<>9<>10<>12<>9<>6
74,1,GSK1059615,2<>6<>11<>10<>14<>14<>15<>13<>12<>9<>11<>11<>10
75,1,TW-37,0<>3<>14<>17<>15<>25<>23<>20<>26<>21<>27<>22<>23
76,1,Cefoselis Sulfate,2<>8<>19<>27<>26<>31<>31<>26<>23<>24<>17<>26<>14
77,1,Malotilate,2<>9<>8<>16<>14<>17<>11<>15<>15<>10<>11<>7<>9
78,1,Meropenem,0<>4<>5<>12<>16<>14<>22<>15<>15<>19<>15<>12<>11
79,1,SNS-032 (BMS-387032),4<>8<>25<>33<>55<>69<>84<>79<>79<>70<>57<>51<>39
80,1,Oxcarbazepine,0<>2<>4<>14<>29<>28<>21<>16<>21<>16<>19<>10<>9
81,1,Capecitabine ,1<>8<>5<>9<>12<>15<>24<>16<>12<>17<>11<>10<>11
82,1,Tenofovir ,1<>8<>8<>16<>25<>20<>19<>15<>16<>20<>13<>6<>8
83,1,Cisplatin,5<>5<>14<>25<>22<>32<>30<>32<>24<>20<>18<>19<>19
84,1,Droxinostat,3<>5<>7<>7<>15<>17<>18<>18<>20<>14<>19<>15<>7
85,1,MK-2866 (GTx-024),4<>5<>10<>14<>17<>19<>25<>19<>19<>14<>10<>16<>4
86,1,Tizanidine HCl,2<>5<>10<>17<>18<>18<>12<>16<>18<>13<>11<>11<>11
87,1,Ritonavir,0<>3<>8<>13<>23<>23<>19<>19<>25<>19<>14<>14<>12
88,1,Zonisamide,1<>2<>6<>12<>16<>19<>21<>18<>17<>17<>7<>8<>6
89,1,CUDC-101,4<>3<>5<>12<>11<>13<>23<>28<>17<>24<>19<>11<>13
90,1,Zibotentan (ZD4054),3<>4<>11<>21<>24<>27<>21<>20<>18<>17<>10<>10<>9
91,1,Dutasteride,2<>1<>9<>18<>21<>14<>12<>13<>17<>17<>12<>14<>10
92,1,Calcitriol,1<>4<>5<>11<>20<>20<>22<>19<>14<>15<>13<>13<>9
93,1,Imiquimod,4<>7<>10<>17<>16<>16<>16<>21<>22<>19<>13<>17<>12
94,1,SB525334,1<>0<>1<>3<>17<>12<>10<>9<>8<>8<>5<>8<>5
95,1,CO-1686 (AVL-301),0<>6<>9<>14<>10<>7<>12<>14<>7<>10<>10<>8<>6
96,1,WZ4003,1<>4<>6<>8<>7<>12<>9<>16<>15<>9<>9<>3<>6
97,1,Linifanib (ABT-869),3<>6<>15<>21<>18<>27<>22<>22<>15<>13<>10<>8<>11
98,1,OSI-930,2<>1<>6<>6<>8<>9<>8<>9<>12<>8<>10<>8<>7
99,1,Afatinib (BIBW2992),1<>6<>12<>22<>19<>29<>25<>17<>18<>15<>9<>9<>3
100,1,Idarubicin HCl,208<>169<>298<>339<>288<>235<>193<>142<>104<>80<>53<>44<>34
101,1,Ridaforolimus (Deforolimus; MK-8669),1<>5<>4<>5<>9<>8<>11<>7<>7<>6<>6<>5<>2
102,1,Agomelatine,0<>3<>6<>9<>13<>10<>10<>10<>7<>12<>6<>6<>5
103,1,NVP-AEW541,0<>2<>6<>11<>8<>10<>14<>7<>4<>5<>6<>5<>3
104,1,Nepafenac,2<>6<>8<>14<>20<>23<>22<>27<>22<>19<>13<>14<>13
105,1,Tandutinib (MLN518),2<>8<>13<>13<>16<>22<>22<>20<>23<>21<>17<>13<>12
106,1,PD173074,1<>3<>3<>9<>9<>13<>15<>13<>11<>10<>9<>8<>7
107,1,Entinostat (MS-275),2<>3<>7<>3<>6<>13<>13<>13<>10<>10<>8<>8<>9
108,1,Amisulpride,5<>5<>5<>14<>16<>22<>16<>18<>16<>16<>8<>10<>7
109,1,SL-327,6<>9<>11<>12<>22<>16<>16<>15<>20<>14<>11<>8<>9
110,1,Camptothecin,4<>4<>10<>24<>38<>43<>43<>43<>42<>36<>29<>26<>17
111,1,SB203580,0<>4<>8<>15<>10<>12<>9<>13<>14<>10<>7<>6<>6
112,1,Ifosfamide,2<>4<>11<>13<>15<>16<>16<>15<>16<>16<>12<>8<>3
113,1,NVP-ADW742,0<>5<>3<>11<>10<>14<>20<>29<>20<>15<>11<>11<>4
114,1,Doxazosin Mesylate,4<>5<>6<>8<>15<>19<>19<>21<>13<>9<>13<>9<>10
115,1,BTZ043 Racemate,0<>6<>6<>8<>5<>5<>8<>8<>5<>5<>8<>7<>7
116,1,Flupirtine maleate,1<>5<>9<>13<>19<>22<>22<>21<>18<>13<>11<>12<>9
117,1,OSU-03012 (AR-12),1<>4<>7<>16<>17<>24<>22<>20<>15<>11<>11<>9<>6
118,1,TG100-115,2<>3<>13<>18<>18<>19<>22<>13<>14<>17<>17<>13<>10
119,1,Suvorexant (MK-4305),3<>2<>6<>14<>18<>22<>19<>19<>11<>21<>11<>10<>9
120,1,IWP-L6,2<>3<>4<>11<>19<>21<>13<>17<>12<>14<>10<>14<>6
121,1,JNJ-38877605,2<>1<>7<>14<>15<>21<>19<>23<>20<>17<>19<>12<>13
122,1,MGCD-265,0<>2<>8<>3<>6<>5<>8<>7<>8<>9<>4<>4<>2
123,1,Mocetinostat (MGCD0103),1<>11<>12<>15<>12<>17<>27<>24<>27<>27<>21<>30<>26
124,1,Daptomycin,0<>2<>3<>9<>7<>9<>11<>13<>8<>10<>7<>3<>3
125,1,Brivanib Alaninate (BMS-582664),0<>2<>7<>9<>9<>10<>8<>8<>10<>8<>6<>5<>3
126,1,Mianserin HCl,1<>5<>8<>13<>12<>14<>16<>18<>19<>17<>7<>3<>5
127,1,Barasertib (AZD1152-HQPA),0<>2<>4<>5<>9<>9<>10<>9<>8<>7<>4<>4<>3
128,1,Pelitinib (EKB-569),1<>1<>2<>5<>7<>4<>3<>4<>3<>6<>4<>3<>2
129,1,CEP-18770 (Delanzomib),3<>3<>13<>18<>18<>19<>21<>19<>19<>16<>15<>10<>8
130,1,Tigecycline,3<>4<>7<>12<>10<>12<>17<>16<>12<>13<>7<>12<>12
131,1,CP-724714,0<>1<>4<>2<>3<>7<>4<>4<>3<>4<>3<>1<>1
132,1,Prazosin HCl,0<>4<>5<>6<>7<>8<>12<>11<>10<>4<>7<>7<>5
133,1,BIIB021,1<>0<>2<>6<>5<>3<>5<>5<>5<>3<>3<>5<>5
134,1,Topiramate,0<>4<>7<>14<>15<>15<>19<>15<>14<>11<>6<>5<>5
135,1,BIBR 1532,1<>8<>7<>9<>14<>14<>17<>16<>13<>12<>8<>6<>8
136,1,Elaiophylin,3<>0<>0<>1<>1<>0<>0<>0<>0<>0<>0<>0<>0
137,1,TAK-700 (Orteronel),0<>3<>3<>5<>5<>7<>6<>6<>8<>7<>7<>6<>3
138,1,Atazanavir Sulfate,2<>6<>4<>10<>14<>13<>18<>16<>16<>15<>12<>9<>9
139,1,Melatonin,2<>3<>5<>8<>13<>20<>18<>17<>15<>15<>10<>10<>10
140,1,Doxercalciferol,2<>4<>8<>10<>20<>18<>19<>19<>16<>9<>9<>7<>6
141,1,Bendamustine HCl,3<>7<>8<>8<>16<>15<>14<>17<>17<>15<>7<>8<>9
142,1,Oligomycin A,0<>7<>9<>11<>8<>9<>5<>4<>3<>4<>2<>2<>1
143,1,NMS-873,2<>14<>33<>48<>42<>43<>38<>32<>29<>26<>20<>15<>10
144,1,EHop-016 ,1<>5<>13<>11<>11<>16<>12<>9<>9<>10<>9<>8<>7
145,1,Veliparib (ABT-888),1<>2<>10<>31<>33<>35<>42<>32<>34<>30<>26<>22<>16
146,1,Dacarbazine,1<>4<>7<>16<>15<>23<>25<>21<>18<>17<>15<>11<>4
147,1,Bortezomib (PS-341),0<>4<>18<>30<>39<>46<>47<>38<>36<>26<>20<>22<>19
148,1,Fludarabine Phosphate,0<>0<>2<>7<>8<>11<>13<>9<>8<>13<>5<>3<>5
149,1,Erlotinib HCl (OSI-744),1<>4<>7<>9<>8<>8<>6<>7<>5<>5<>4<>3<>5
150,1,Amuvatinib (MP-470),0<>4<>6<>9<>5<>14<>7<>5<>5<>3<>2<>4<>3
151,1,Pazopanib HCl (GW786034 HCl),0<>4<>4<>6<>5<>4<>4<>2<>3<>6<>2<>0<>1
152,1,Rufinamide,1<>6<>11<>13<>16<>18<>19<>19<>23<>13<>15<>12<>9
153,1,Temsirolimus (CCI-779; NSC 683864),1<>8<>8<>7<>14<>11<>17<>10<>11<>9<>6<>5<>7
154,1,WYE-354,2<>6<>6<>9<>8<>8<>7<>5<>7<>4<>3<>5<>1
155,1,Enzastaurin (LY317615),5<>27<>26<>29<>30<>25<>25<>25<>15<>19<>6<>11<>7
156,1,Aniracetam,2<>3<>9<>16<>16<>15<>14<>11<>7<>10<>10<>9<>9
157,1,SB431542,2<>4<>4<>11<>13<>18<>14<>9<>9<>11<>10<>8<>8
158,1,Carmofur,2<>5<>5<>11<>13<>19<>12<>16<>14<>13<>10<>7<>7
159,1,SB202190 (FHPI),1<>3<>5<>10<>10<>13<>7<>6<>4<>5<>5<>2<>5
160,1,Megestrol Acetate,0<>1<>1<>2<>5<>8<>6<>6<>6<>7<>4<>4<>4
161,1,PCI-24781 (Abexinostat),2<>3<>8<>17<>13<>21<>30<>36<>40<>36<>39<>27<>30
162,1,Edaravone,2<>5<>5<>12<>12<>10<>12<>10<>8<>7<>8<>6<>9
163,1,Rucaparib (AG-014699;PF-01367338),0<>1<>6<>18<>20<>23<>19<>15<>12<>8<>10<>11<>7
164,1,Fluvoxamine maleate,0<>3<>13<>11<>13<>8<>11<>13<>14<>7<>8<>5<>2
165,1,Danusertib (PHA-739358),2<>10<>12<>13<>14<>18<>19<>21<>16<>20<>16<>17<>15
166,1,Ketoconazole,1<>3<>9<>14<>22<>14<>18<>12<>14<>14<>15<>10<>7
167,1,Edoxaban,1<>5<>3<>11<>13<>14<>14<>15<>16<>16<>8<>11<>10
168,1,Rilpivirine,3<>5<>5<>7<>11<>12<>12<>16<>8<>4<>8<>7<>5
169,1,Odanacatib (MK-0822),2<>6<>4<>12<>20<>23<>14<>26<>17<>16<>16<>5<>5
170,1,Rigosertib (ON-01910),18<>13<>14<>13<>18<>12<>20<>18<>15<>18<>18<>10<>8
171,1,BMS-754807,0<>4<>9<>8<>12<>11<>11<>5<>7<>7<>9<>3<>2
172,1,Doripenem Hydrate,2<>10<>9<>13<>17<>19<>16<>13<>17<>14<>12<>12<>6
173,1,ADL5859 HCl,0<>2<>5<>8<>10<>7<>8<>8<>5<>3<>1<>2<>2
174,1,Mizoribine ,4<>4<>8<>11<>10<>9<>9<>7<>6<>6<>6<>5<>4
175,1,Docetaxel,1<>3<>3<>7<>7<>13<>18<>14<>15<>11<>6<>7<>7
176,1,Pirarubicin,15<>62<>93<>67<>52<>45<>28<>22<>18<>17<>12<>10<>3
177,1,MK-8245,1<>0<>3<>6<>9<>10<>7<>10<>10<>10<>8<>8<>5
178,1,Trilostane,0<>3<>8<>8<>12<>9<>8<>7<>7<>6<>5<>7<>5
179,1,Valproic acid sodium salt (Sodium valproate),1<>4<>9<>13<>15<>8<>9<>9<>7<>3<>2<>3<>3
180,1,Ranolazine 2HCl,1<>3<>9<>10<>12<>5<>11<>11<>9<>8<>5<>3<>3
181,1,PD98059,4<>6<>8<>13<>13<>19<>14<>14<>15<>13<>10<>5<>4
182,1,Tranilast,1<>2<>5<>6<>8<>10<>9<>6<>8<>7<>8<>7<>8
183,1,Anastrozole,4<>4<>6<>10<>8<>10<>11<>12<>9<>11<>7<>4<>5
184,1,Nanchangmycin,0<>5<>5<>6<>9<>11<>12<>10<>7<>7<>8<>6<>7
185,1,Exemestane,0<>2<>4<>8<>12<>11<>13<>13<>17<>14<>12<>8<>9
186,1,VX-745,2<>8<>8<>10<>14<>9<>10<>9<>4<>4<>5<>7<>6
187,1,PIK-75,0<>0<>1<>11<>15<>22<>19<>23<>26<>20<>20<>17<>13
188,1,Alfacalcidol,0<>4<>4<>5<>12<>17<>17<>11<>5<>4<>3<>1<>2
189,1,Nelarabine ,0<>3<>7<>11<>20<>21<>18<>23<>14<>15<>11<>8<>7
190,1,VX-222 (VCH-222; Lomibuvir),1<>2<>10<>9<>17<>19<>22<>22<>21<>12<>13<>10<>7
191,1,TAK-632,0<>2<>8<>10<>14<>10<>13<>8<>9<>7<>8<>6<>2
192,1,TG003,1<>9<>9<>13<>16<>11<>11<>10<>11<>11<>10<>9<>5
193,1,Axitinib,1<>6<>12<>11<>13<>17<>19<>20<>19<>20<>10<>15<>13
194,1,Dexrazoxane HCl (ICRF-187; ADR-529),2<>4<>6<>9<>10<>10<>9<>6<>6<>7<>4<>3<>2
195,1,Bosutinib (SKI-606),0<>1<>5<>8<>11<>8<>11<>7<>8<>7<>8<>6<>7
196,1,Topotecan HCl,3<>3<>12<>21<>28<>34<>40<>32<>31<>24<>27<>17<>12
197,1,Gefitinib (ZD1839),1<>2<>7<>8<>10<>9<>7<>13<>6<>6<>3<>1<>6
198,1,Leflunomide,0<>2<>7<>5<>7<>10<>7<>5<>4<>5<>6<>0<>0
199,1,PD0325901,1<>7<>6<>12<>11<>12<>11<>10<>11<>5<>4<>3<>5
200,1,Posaconazole,2<>6<>8<>2<>8<>9<>7<>10<>9<>11<>7<>8<>5
201,1,Trichostatin A (TSA),0<>4<>8<>11<>15<>18<>25<>21<>21<>19<>19<>19<>15
202,1,Vemurafenib (PLX4032; RG7204),3<>2<>3<>2<>5<>1<>6<>6<>3<>4<>4<>2<>2
203,1,AC480 (BMS-599626),0<>0<>1<>2<>5<>2<>3<>5<>3<>2<>0<>2<>1
204,1,Artemisinin,1<>1<>2<>5<>5<>2<>4<>3<>6<>5<>5<>4<>1
205,1,Crizotinib (PF-02341066),0<>3<>3<>6<>5<>6<>3<>4<>4<>2<>2<>2<>2
206,1,Cetirizine DiHCl,1<>2<>2<>9<>13<>18<>14<>15<>11<>8<>7<>9<>9
207,1,MK-2206 2HCl,1<>4<>8<>14<>13<>15<>13<>7<>12<>15<>7<>7<>8
208,1,Mercaptopurine (6-MP),2<>5<>6<>6<>9<>6<>8<>10<>4<>5<>5<>4<>4
209,1,OSI-906 (Linsitinib),1<>4<>6<>7<>8<>9<>9<>6<>2<>3<>3<>1<>1
210,1,Etodolac ,2<>5<>7<>10<>13<>18<>16<>12<>8<>9<>7<>8<>5
211,1,MLN8054,0<>3<>12<>13<>12<>16<>18<>15<>14<>14<>14<>10<>9
212,1,Gatifloxacin,4<>4<>5<>10<>9<>12<>14<>16<>13<>11<>10<>9<>5
213,1,TAE684 (NVP-TAE684),0<>3<>4<>13<>14<>15<>13<>8<>7<>11<>9<>7<>16
214,1,Lansoprazole,1<>3<>10<>14<>15<>23<>21<>16<>13<>11<>10<>5<>7
215,1,Empty,5<>14<>7<>6<>3<>5<>4<>5<>2<>4<>3<>4<>1
216,1,Empty,2<>4<>7<>13<>16<>10<>19<>15<>14<>15<>11<>10<>8
217,1,Palbociclib (PD-0332991) HCl,1<>8<>10<>13<>17<>25<>30<>28<>23<>23<>20<>14<>13
218,1,Ki8751,1<>3<>8<>7<>10<>13<>19<>16<>18<>13<>12<>7<>3
219,1,SRT1720,0<>1<>5<>15<>16<>12<>20<>16<>18<>15<>9<>4<>7
220,1,Gestodene,2<>3<>5<>8<>13<>16<>10<>14<>12<>9<>6<>2<>3
221,1,Andarine,0<>2<>4<>9<>16<>13<>17<>16<>12<>12<>11<>9<>5
222,1,Mosapride Citrate,0<>3<>3<>3<>7<>6<>7<>7<>5<>2<>5<>4<>0
223,1,Paclitaxel,1<>3<>2<>5<>9<>10<>8<>7<>8<>5<>6<>5<>4
224,1,Pizotifen Malate,2<>1<>5<>9<>12<>13<>11<>8<>9<>8<>3<>3<>4
225,1,Ganetespib (STA-9090),0<>2<>3<>4<>6<>6<>4<>5<>3<>3<>2<>2<>3
226,1,Vecuronium Bromide,4<>4<>4<>8<>8<>9<>8<>6<>4<>3<>4<>3<>4
227,1,TGX-221,1<>3<>8<>6<>6<>8<>5<>7<>4<>5<>3<>4<>5
228,1,Repaglinide,2<>4<>7<>7<>8<>8<>9<>7<>6<>6<>4<>1<>3
229,1,Regorafenib (BAY 73-4506),1<>8<>6<>6<>6<>5<>5<>10<>5<>5<>3<>3<>2
230,1,Varenicline Tartrate,1<>4<>9<>8<>15<>9<>12<>11<>10<>1<>5<>2<>5
231,1,Aprepitant,2<>3<>5<>7<>10<>11<>13<>7<>7<>4<>4<>4<>4
232,1,Aurora A Inhibitor I,0<>0<>0<>0<>1<>2<>4<>5<>6<>5<>3<>3<>3
233,1,Finasteride,0<>3<>6<>8<>9<>9<>8<>7<>6<>6<>4<>3<>3
234,1,Thiazovivin,0<>3<>6<>8<>15<>13<>11<>9<>9<>9<>7<>7<>9
235,1,Bisoprolol fumarate,0<>0<>1<>4<>10<>10<>12<>12<>9<>4<>7<>3<>4
236,1,Calcifediol,2<>0<>5<>4<>12<>7<>13<>13<>10<>6<>5<>4<>4
237,1,Bleomycin Sulfate,1<>6<>9<>8<>15<>13<>18<>17<>15<>13<>11<>9<>7
238,1,Zosuquidar (LY335979) 3HCl,2<>4<>8<>18<>23<>24<>25<>19<>21<>15<>10<>12<>11
239,1,Empty,3<>6<>14<>7<>8<>2<>4<>3<>3<>4<>3<>1<>1
240,1,Empty,1<>1<>5<>10<>8<>18<>14<>20<>15<>11<>11<>8<>10
241,1,Saracatinib (AZD0530),0<>1<>7<>8<>10<>10<>3<>8<>9<>6<>5<>3<>6
242,1,Epirubicin HCl,9<>36<>73<>116<>112<>124<>82<>73<>65<>53<>39<>29<>26
243,1,Cediranib (AZD2171),2<>3<>6<>7<>9<>9<>9<>4<>5<>8<>7<>6<>3
244,1,2-Methoxyestradiol (2-MeOE2),1<>3<>5<>7<>6<>17<>17<>17<>9<>8<>7<>4<>8
245,1,Imatinib Mesylate (STI571),1<>3<>3<>5<>5<>6<>5<>4<>6<>3<>6<>1<>2
246,1,Vinblastine,13<>10<>13<>12<>15<>19<>21<>20<>13<>11<>9<>7<>4
247,1,PI-103,0<>6<>17<>13<>12<>10<>8<>9<>5<>7<>6<>5<>5
248,1,Prasugrel,1<>2<>4<>10<>15<>16<>13<>13<>14<>13<>10<>6<>6
249,1,Vandetanib (ZD6474),1<>4<>8<>5<>6<>11<>13<>7<>5<>3<>4<>1<>2
250,1,Acarbose,2<>5<>3<>10<>6<>7<>6<>7<>4<>3<>3<>5<>2
251,1,Obatoclax Mesylate (GX15-070),159<>305<>155<>77<>19<>7<>0<>0<>0<>0<>0<>0<>0
252,1,Asenapine,1<>6<>8<>12<>15<>11<>14<>12<>8<>8<>8<>3<>5
253,1,AUY922 (NVP-AUY922),2<>3<>2<>4<>7<>5<>4<>5<>3<>2<>2<>0<>0
254,1,Cilnidipine,0<>4<>4<>7<>3<>6<>2<>4<>3<>2<>3<>2<>4
255,1,SU11274,2<>4<>3<>0<>2<>1<>3<>0<>2<>2<>0<>0<>1
256,1,Streptozotocin (STZ),0<>1<>1<>1<>2<>4<>7<>5<>3<>4<>3<>2<>1
257,1,KU-55933 (ATM Kinase Inhibitor),4<>8<>7<>6<>11<>13<>9<>10<>9<>10<>9<>7<>3
258,1,Etomidate,1<>2<>5<>6<>10<>9<>12<>15<>7<>9<>13<>5<>5
259,1,Vatalanib (PTK787) 2HCl,0<>3<>6<>5<>11<>11<>12<>8<>8<>9<>7<>4<>5
260,1,Genistein,4<>4<>11<>11<>15<>20<>18<>12<>8<>8<>9<>7<>4
261,1,BI 2536,0<>2<>5<>5<>12<>12<>17<>25<>26<>39<>40<>41<>36
262,1,Levetiracetam,1<>10<>16<>13<>17<>17<>21<>14<>15<>9<>9<>7<>7
263,1,Empty,2<>5<>6<>14<>19<>11<>17<>20<>14<>21<>17<>12<>13
264,1,Empty,4<>8<>11<>10<>21<>20<>16<>19<>12<>10<>7<>2<>3
265,1,Triciribine,0<>4<>3<>3<>8<>11<>13<>20<>14<>15<>10<>7<>5
266,1,Epothilone B (EPO906; Patupilone),2<>5<>6<>10<>9<>13<>9<>10<>8<>5<>3<>3<>1
267,1,YM155 (Sepantronium Bromide),1<>1<>0<>0<>2<>0<>0<>0<>1<>0<>0<>0<>0
268,1,Drospirenone,0<>1<>5<>6<>5<>6<>7<>5<>7<>4<>2<>4<>5
269,1,17-AAG (Tanespimycin),2<>4<>5<>8<>5<>5<>4<>6<>3<>5<>4<>0<>0
270,1,Nafamostat Mesylate,3<>7<>7<>12<>11<>15<>11<>14<>10<>6<>6<>6<>7
