,expId,Compound,tempConfluenceDf
24,1,RG2833 (RGFP109),Sytox Green<>35.27143<>66.36598<>122.0577<>184.2468<>244.1154<>281.2433<>313.7301<>323.0121<>326.7248<>346.681<>349.0015<>362.9245
25,1,SGX-523,Sytox Green<>48.73027<>71.93516<>97.46053<>122.5218<>155.4727<>190.7442<>202.8107<>217.6618<>238.5462<>258.9666<>272.8895<>273.8177
26,1,Losartan Potassium (DuP 753),Sytox Green<>13.45884<>41.3047<>77.96842<>139.2293<>192.1365<>224.1592<>256.182<>273.3536<>287.7406<>301.6635<>339.7196<>344.8246
27,1,Everolimus (RAD001),Sytox Green<>17.17162<>37.59192<>71.93516<>117.4167<>154.5446<>190.7442<>223.231<>255.2538<>278.4586<>290.9893<>326.7248<>342.9683
28,1,Acitretin,Sytox Green<>28.30996<>54.76354<>90.49906<>137.3729<>176.8212<>215.8055<>240.8667<>260.3589<>274.2818<>295.1662<>317.4429<>343.4323
29,1,AT9283,Sytox Green<>32.02275<>118.3449<>235.7617<>374.5269<>458.0645<>536.497<>588.476<>638.5985<>673.4059<>703.5722<>748.1256<>786.6457
30,1,Lopinavir,Sytox Green<>47.80207<>104.422<>129.0192<>170.3239<>221.3746<>258.5025<>286.3483<>313.266<>336.935<>351.7861<>363.8527<>386.5934
31,1,Ivacaftor (VX-770),Sytox Green<>32.02275<>64.04549<>105.8143<>137.3729<>158.7214<>170.788<>187.4955<>213.485<>226.9438<>253.3974<>273.8177<>297.4867
32,1,Ondansetron HCl,Sytox Green<>54.76354<>99.31693<>130.8756<>193.0647<>246.9<>287.2765<>306.3045<>326.7248<>346.2169<>379.632<>399.1241<>426.0417
33,1,S3I-201,Sytox Green<>39.44831<>77.96842<>125.7705<>179.6058<>220.4464<>258.0384<>284.4919<>314.1942<>329.9735<>348.5374<>374.5269<>388.9139
34,1,Tenofovir Disoproxil Fumarate,Sytox Green<>38.52011<>69.15057<>110.9194<>167.0752<>221.8387<>268.2485<>301.1995<>308.1609<>333.6863<>358.7476<>380.0961<>407.0137
35,1,ABT-751 (E7010),Sytox Green<>30.16636<>60.79681<>117.4167<>193.9929<>261.7511<>320.6916<>356.8912<>381.0243<>414.4393<>430.2186<>445.0698<>455.2799
36,1,Clopidogrel,Sytox Green<>27.38177<>67.75828<>121.1295<>189.816<>239.9386<>276.1382<>293.7739<>315.5865<>331.8299<>348.5374<>373.1346<>390.7703
37,1,WZ4002,Sytox Green<>31.55865<>71.93516<>108.1348<>141.0857<>176.8212<>213.0209<>248.2923<>272.4254<>293.7739<>326.7248<>349.9297<>383.8089
38,1,Tianeptine sodium,Sytox Green<>33.87914<>78.43253<>119.2731<>176.8212<>222.3028<>267.7844<>280.7791<>300.2713<>322.5479<>337.8632<>350.3938<>370.35
39,1,Danoprevir (ITMN-191),Sytox Green<>37.12782<>71.47105<>115.5603<>176.8212<>227.872<>271.0331<>307.6968<>326.2607<>342.5042<>358.2835<>378.2397<>402.8369
40,1,Ziprasidone HCl,Sytox Green<>42.69699<>80.28892<>125.3064<>185.6391<>232.513<>290.0611<>305.8404<>323.9402<>335.0786<>361.0681<>383.8089<>401.4446
41,1,Thalidomide,Sytox Green<>36.19963<>74.71974<>125.3064<>197.7056<>246.4359<>290.5252<>307.6968<>327.653<>336.4709<>362.9245<>381.0243<>397.7318
42,1,Cilomilast,Sytox Green<>41.7688<>104.8861<>127.6269<>169.3957<>208.844<>230.6566<>241.3308<>255.7179<>256.6461<>271.9613<>290.0611<>308.625
43,1,Dimesna,Sytox Green<>47.80207<>72.86335<>116.0244<>165.2188<>206.9876<>243.6513<>270.1049<>289.597<>304.4482<>308.1609<>328.1171<>355.0348
44,1,Moxifloxacin HCl,Sytox Green<>42.2329<>80.28892<>126.6987<>190.2801<>232.513<>275.6741<>307.6968<>337.8632<>350.8579<>381.9525<>406.0855<>422.329
45,1,Methotrexate,Sytox Green<>49.19436<>74.25565<>106.7425<>150.3677<>182.8545<>215.3414<>228.3361<>250.6128<>270.569<>285.8842<>310.0173<>329.5094
46,1,Pimasertib (AS-703026),Sytox Green<>34.34324<>66.36598<>133.1961<>215.8055<>289.597<>348.5374<>386.5934<>416.7598<>458.9927<>477.0925<>534.6406<>558.3096
47,1,JIB-04,Sytox Green<>40.8406<>62.1891<>103.9579<>159.1855<>198.6339<>224.1592<>258.0384<>282.1714<>300.2713<>317.4429<>323.4761<>343.4323
48,1,STF-118804,Sytox Green<>34.80733<>70.07877<>118.3449<>219.0542<>307.2327<>361.9962<>415.8316<>475.2361<>523.5023<>585.2273<>659.0189<>742.0923
49,1,ABT-737,Sytox Green<>25.06128<>150.3677<>526.2869<>801.9609<>950.0081<>1033.546<>1085.989<>1125.901<>1152.819<>1163.493<>1191.803<>1199.229
50,1,YM201636,Sytox Green<>30.63045<>323.9402<>518.8613<>751.3743<>1025.656<>1234.964<>1389.509<>1505.997<>1564.474<>1583.966<>1615.988<>1653.58
51,1,Nintedanib (BIBF 1120),Sytox Green<>26.91767<>382.8806<>711.4619<>901.7419<>1009.877<>1074.85<>1098.519<>1179.272<>1258.633<>1258.169<>1232.18<>1225.682
52,1,Raloxifene HCl,Sytox Green<>29.23816<>66.36598<>103.9579<>158.2573<>213.0209<>249.6846<>272.8895<>306.7686<>316.5147<>335.0786<>365.709<>378.7038
53,1,Dasatinib,Sytox Green<>42.69699<>94.67594<>137.3729<>181.9263<>221.3746<>269.6408<>312.3378<>365.2449<>408.8701<>442.2852<>489.6231<>527.2151
54,1,Vincristine,Sytox Green<>48.73027<>71.00696<>120.6654<>184.2468<>234.3694<>295.1662<>333.6863<>361.0681<>386.5934<>418.6162<>453.4235<>491.9436
55,1,Nilotinib (AMN-107),Sytox Green<>41.3047<>123.45<>180.534<>248.7564<>313.266<>367.5654<>414.9034<>463.6337<>518.3972<>566.6634<>606.1117<>658.5547
56,1,Entecavir Hydrate,Sytox Green<>61.26091<>89.10677<>129.9474<>198.1698<>245.5077<>292.8457<>330.4376<>355.0348<>368.9577<>388.4498<>410.2624<>424.6494
57,1,Sunitinib Malate,Sytox Green<>45.48158<>112.7758<>259.4307<>446.9261<>578.7299<>657.6265<>713.3183<>741.1641<>773.651<>796.3918<>818.6685<>840.9451
58,1,Avagacestat (BMS-708163),Sytox Green<>73.32745<>98.85282<>128.091<>168.0034<>228.3361<>279.3869<>322.5479<>352.7143<>361.5322<>390.3062<>411.1906<>430.2186
59,1,Elesclomol (STA-4783),Sytox Green<>29.70226<>47.33797<>66.83008<>177.7495<>371.7423<>574.553<>771.7946<>954.6491<>1146.322<>1284.159<>1418.747<>1534.307
60,1,Altretamine,Sytox Green<>19.49211<>81.68121<>127.1628<>174.9649<>216.2696<>246.9<>254.3256<>267.3203<>279.3869<>309.0891<>339.2555<>361.5322
61,1,GDC-0941,Sytox Green<>17.63572<>323.4761<>588.9401<>815.4198<>936.5493<>1031.689<>1092.486<>1121.26<>1209.439<>1273.948<>1312.933<>1309.22
62,1,Bumetanide,Sytox Green<>34.34324<>106.7425<>240.4026<>370.8141<>475.7002<>538.3534<>587.0837<>607.504<>621.891<>623.7474<>631.173<>648.3446
63,1,SB216763,Sytox Green<>48.26617<>80.75301<>129.4833<>181.9263<>232.513<>292.8457<>346.2169<>431.6109<>498.9051<>551.3481<>612.6091<>677.1187
64,1,FT-207 (NSC 148958),Sytox Green<>32.02275<>83.0735<>125.3064<>210.2363<>288.2047<>342.0401<>395.4113<>423.7213<>459.9209<>474.3079<>472.4515<>493.8
65,1,Iniparib (BSI-201),Sytox Green<>46.40978<>74.71974<>115.5603<>163.3624<>199.0979<>233.9053<>254.3256<>266.8562<>279.3869<>299.343<>308.1609<>322.0839
66,1,Dexamethasone (DHAP),Sytox Green<>49.19436<>90.96317<>129.4833<>174.0367<>218.1259<>262.2152<>282.6355<>300.2713<>312.8019<>316.5147<>316.0506<>310.0173
67,1,Quisinostat (JNJ-26481585),Sytox Green<>39.44831<>105.3502<>200.9543<>347.6092<>558.7737<>736.0591<>858.1168<>964.8593<>1055.358<>1135.183<>1158.852<>1181.129
68,1,Fluoxetine HCl,Sytox Green<>43.62519<>96.53233<>148.0472<>209.3081<>270.1049<>324.4043<>368.9577<>406.5497<>429.2904<>424.1854<>452.0312<>469.2029
69,1,LY294002,Sytox Green<>39.44831<>67.75828<>113.2399<>163.8265<>205.1312<>240.8667<>265.928<>285.4201<>303.984<>322.5479<>345.7528<>361.9962
70,1,Ivermectin,Sytox Green<>38.98421<>78.43253<>111.3835<>181.9263<>254.7897<>312.8019<>355.963<>382.4166<>392.1626<>420.0085<>433.4673<>448.3185
71,1,SGI-1027,Sytox Green<>45.48158<>100.7092<>155.4727<>248.2923<>323.9402<>398.66<>449.2466<>496.1205<>529.0715<>549.9559<>585.6914<>607.504
72,1,ZCL278,Sytox Green<>50.58666<>92.81956<>138.7652<>210.2363<>258.9666<>291.9175<>311.8737<>345.2887<>362.4604<>380.5602<>406.5497<>431.1468
73,1,GSK690693,Sytox Green<>30.63045<>162.8983<>297.9508<>437.1801<>508.187<>542.9944<>571.3044<>585.2273<>607.504<>605.1835<>621.891<>618.6423
74,1,GSK1059615,Sytox Green<>45.94568<>78.43253<>193.0647<>311.4096<>364.3167<>390.7703<>415.3675<>437.6442<>472.4515<>499.8333<>541.6021<>570.3762
75,1,TW-37,Sytox Green<>32.48684<>64.97369<>89.57087<>119.7372<>154.0805<>181.4622<>201.8825<>223.6951<>239.4744<>255.2538<>283.5638<>301.1995
76,1,Cefoselis Sulfate,Sytox Green<>42.2329<>85.39399<>132.732<>205.1312<>271.4972<>326.2607<>362.9245<>393.5549<>422.329<>430.6827<>444.1416<>468.2747
77,1,Malotilate,Sytox Green<>53.83534<>100.2451<>148.0472<>208.3799<>279.3869<>322.5479<>362.9245<>390.3062<>415.3675<>424.6494<>439.9647<>448.7825
78,1,Meropenem,Sytox Green<>20.8844<>69.61466<>114.1681<>170.788<>217.6618<>270.569<>291.9175<>306.3045<>331.8299<>357.3553<>374.5269<>413.9752
79,1,SNS-032 (BMS-387032),Sytox Green<>33.41504<>79.82481<>235.7617<>558.7737<>866.9346<>1092.022<>1219.185<>1297.617<>1361.663<>1367.696<>1396.006<>1418.747
80,1,Oxcarbazepine,Sytox Green<>64.97369<>104.422<>151.76<>204.203<>246.9<>292.8457<>325.3326<>344.3605<>352.7143<>366.1731<>388.4498<>414.9034
81,1,Capecitabine ,Sytox Green<>44.08929<>80.28892<>114.1681<>170.788<>226.4797<>275.21<>296.0944<>325.3326<>334.1504<>347.1451<>365.2449<>387.0575
82,1,Tenofovir ,Sytox Green<>42.69699<>77.50433<>117.4167<>168.4675<>226.0156<>269.6408<>294.7021<>311.4096<>343.4323<>363.8527<>391.6985<>414.4393
83,1,Cisplatin,Sytox Green<>137.3729<>180.9981<>240.8667<>285.4201<>337.3991<>364.7809<>403.765<>394.9472<>420.0085<>431.6109<>437.1801<>478.4848
84,1,Droxinostat,Sytox Green<>22.74079<>71.93516<>114.6321<>165.6829<>210.2363<>236.6899<>256.182<>272.4254<>281.2433<>296.5585<>325.7966<>339.2555
85,1,MK-2866 (GTx-024),Sytox Green<>28.77406<>76.11204<>132.732<>202.3466<>254.7897<>297.9508<>323.0121<>342.5042<>365.2449<>397.2677<>416.7598<>438.1083
86,1,Tizanidine HCl,Sytox Green<>39.44831<>73.79154<>111.8476<>175.429<>220.4464<>252.0051<>271.9613<>297.9508<>320.2274<>334.1504<>356.4271<>385.2011
87,1,Ritonavir,Sytox Green<>31.55865<>74.25565<>124.8423<>188.4237<>239.4744<>287.7406<>344.3605<>372.2064<>374.5269<>391.2344<>414.9034<>428.8263
88,1,Zonisamide,Sytox Green<>34.34324<>77.04023<>122.0577<>178.6776<>225.0874<>259.4307<>283.0996<>302.1277<>320.2274<>332.294<>347.6092<>362.4604
89,1,CUDC-101,Sytox Green<>44.55339<>80.75301<>165.2188<>365.2449<>515.6126<>640.4549<>731.8822<>793.6072<>851.6194<>876.6807<>901.2779<>926.3392
90,1,Zibotentan (ZD4054),Sytox Green<>45.94568<>103.9579<>161.9701<>248.7564<>325.7966<>372.6705<>397.2677<>421.4008<>444.6057<>458.9927<>471.9874<>470.5951
91,1,Dutasteride,Sytox Green<>35.27143<>97.46053<>180.534<>282.6355<>359.6758<>437.1801<>470.131<>493.8<>516.5408<>513.2921<>528.6074<>545.3149
92,1,Calcitriol,Sytox Green<>49.19436<>89.10677<>149.4395<>222.7669<>280.3151<>329.0453<>347.6092<>371.2782<>391.2344<>399.5882<>422.329<>445.5338
93,1,Imiquimod,Sytox Green<>57.08403<>127.6269<>177.7495<>239.4744<>283.0996<>323.0121<>355.4989<>371.7423<>371.2782<>391.2344<>408.406<>418.1521
94,1,SB525334,Sytox Green<>58.01222<>85.39399<>133.1961<>187.4955<>228.3361<>258.9666<>303.984<>329.9735<>363.3885<>378.2397<>413.047<>427.8981
95,1,CO-1686 (AVL-301),Sytox Green<>36.66372<>78.89662<>91.89136<>118.809<>148.9754<>172.6444<>202.8107<>228.3361<>263.6075<>293.7739<>324.4043<>345.7528
96,1,WZ4003,Sytox Green<>35.27143<>62.6532<>88.64268<>121.5936<>153.1523<>177.7495<>196.7775<>218.59<>231.1207<>254.3256<>276.1382<>293.3098
97,1,Linifanib (ABT-869),Sytox Green<>35.73553<>75.64793<>104.8861<>163.3624<>221.8387<>259.4307<>291.4534<>296.0944<>322.0839<>340.1837<>357.3553<>382.4166
98,1,OSI-930,Sytox Green<>33.41504<>53.37124<>104.422<>164.7547<>213.9491<>248.2923<>268.7126<>306.7686<>313.266<>332.7581<>351.322<>376.8474
99,1,Afatinib (BIBW2992),Sytox Green<>51.05075<>94.67594<>129.9474<>198.1698<>252.9333<>307.6968<>347.1451<>390.3062<>424.6494<>438.1083<>465.4901<>507.2589
100,1,Idarubicin HCl,Sytox Green<>1025.656<>1158.388<>971.8207<>814.9557<>754.1589<>727.7053<>721.2079<>733.7386<>756.0153<>775.5074<>807.5301<>818.2043
101,1,Ridaforolimus (Deforolimus; MK-8669),Sytox Green<>43.16109<>84.4658<>108.1348<>145.7267<>193.0647<>223.6951<>246.4359<>274.2818<>308.625<>322.5479<>335.5427<>363.3885
102,1,Agomelatine,Sytox Green<>39.44831<>75.64793<>125.7705<>177.2854<>228.8002<>258.5025<>289.597<>305.3763<>324.4043<>343.8965<>346.681<>361.9962
103,1,NVP-AEW541,Sytox Green<>43.16109<>94.67594<>158.2573<>226.9438<>295.1662<>333.2222<>355.4989<>374.0628<>384.2729<>395.8754<>422.329<>432.5391
104,1,Nepafenac,Sytox Green<>32.48684<>88.17857<>147.119<>227.872<>310.9455<>367.5654<>429.7545<>443.6775<>463.1696<>481.2694<>516.5408<>547.6354
105,1,Tandutinib (MLN518),Sytox Green<>39.91241<>92.35545<>142.0139<>197.7056<>243.6513<>281.7073<>313.266<>328.1171<>338.7914<>357.3553<>380.0961<>405.6215
106,1,PD173074,Sytox Green<>49.19436<>74.25565<>121.5936<>170.788<>219.0542<>251.541<>277.5305<>303.0558<>323.9402<>329.5094<>346.2169<>359.6758
107,1,Entinostat (MS-275),Sytox Green<>36.19963<>78.43253<>120.6654<>165.6829<>209.3081<>250.1487<>281.2433<>308.625<>340.6478<>377.7756<>431.6109<>479.413
108,1,Amisulpride,Sytox Green<>20.4203<>77.96842<>138.7652<>207.4517<>265.928<>299.343<>327.653<>345.7528<>349.4656<>379.1679<>389.8421<>411.1906
109,1,SL-327,Sytox Green<>27.38177<>69.61466<>160.1137<>252.4692<>296.0944<>333.6863<>367.1013<>389.8421<>425.1136<>442.7493<>478.0207<>498.441
110,1,Camptothecin,Sytox Green<>44.55339<>88.17857<>246.4359<>504.0102<>717.4952<>853.4758<>906.3829<>961.6106<>1001.059<>1035.866<>1060.927<>1076.707
111,1,SB203580,Sytox Green<>40.37651<>109.5271<>174.0367<>226.0156<>268.7126<>297.9508<>329.0453<>337.3991<>354.1066<>377.7756<>388.9139<>418.6162
112,1,Ifosfamide,Sytox Green<>40.8406<>72.39925<>103.0297<>146.1908<>180.9981<>221.3746<>255.2538<>283.0996<>303.984<>323.4761<>343.4323<>364.7809
113,1,NVP-ADW742,Sytox Green<>21.3485<>67.29417<>127.6269<>197.2415<>252.4692<>291.9175<>303.984<>326.7248<>342.5042<>362.4604<>396.3395<>426.0417
114,1,Doxazosin Mesylate,Sytox Green<>46.87387<>109.063<>164.7547<>219.5182<>268.7126<>321.6198<>356.8912<>375.4551<>388.9139<>404.2292<>418.6162<>420.9367
115,1,BTZ043 Racemate,Sytox Green<>43.62519<>70.54286<>96.53233<>125.3064<>152.2241<>177.7495<>195.3852<>208.3799<>216.2696<>229.7284<>241.3308<>246.9
116,1,Flupirtine maleate,Sytox Green<>42.2329<>70.54286<>119.7372<>193.9929<>255.2538<>278.9228<>305.8404<>332.7581<>356.8912<>382.8806<>407.0137<>432.075
117,1,OSU-03012 (AR-12),Sytox Green<>33.41504<>94.21185<>159.1855<>260.8229<>373.5987<>491.0154<>553.2045<>600.0784<>639.9908<>662.7316<>684.0801<>707.7491
118,1,TG100-115,Sytox Green<>51.97895<>105.8143<>164.7547<>258.5025<>344.8246<>389.378<>418.6162<>442.7493<>466.4182<>485.4463<>504.9384<>533.7125
119,1,Suvorexant (MK-4305),Sytox Green<>63.1173<>131.3397<>167.5393<>210.7004<>266.3921<>310.9455<>345.7528<>361.5322<>379.632<>387.9857<>413.047<>440.8929
120,1,IWP-L6,Sytox Green<>52.90715<>79.82481<>97.92463<>126.2346<>143.4062<>167.5393<>187.0314<>198.6339<>211.6286<>235.2976<>255.7179<>269.6408
121,1,JNJ-38877605,Sytox Green<>30.63045<>47.33797<>73.79154<>115.0962<>135.0524<>167.0752<>184.2468<>198.1698<>220.9105<>241.3308<>244.1154<>259.4307
122,1,MGCD-265,Sytox Green<>29.23816<>101.1733<>131.8038<>180.534<>225.5515<>257.5742<>292.8457<>309.5532<>330.9017<>344.8246<>362.4604<>386.1293
123,1,Mocetinostat (MGCD0103),Sytox Green<>38.05602<>93.28365<>161.506<>254.7897<>358.2835<>448.7825<>513.7562<>541.6021<>593.1169<>652.0574<>684.0801<>742.5565
124,1,Daptomycin,Sytox Green<>32.02275<>67.75828<>123.45<>181.4622<>234.3694<>272.4254<>303.0558<>333.6863<>362.9245<>385.6653<>403.301<>418.6162
125,1,Brivanib Alaninate (BMS-582664),Sytox Green<>35.73553<>74.25565<>114.6321<>175.8931<>212.0927<>238.0822<>262.2152<>273.8177<>287.7406<>309.0891<>324.4043<>348.5374
126,1,Mianserin HCl,Sytox Green<>32.48684<>90.03497<>142.0139<>199.562<>254.7897<>299.8072<>320.2274<>336.935<>362.9245<>364.3167<>385.2011<>403.301
127,1,Barasertib (AZD1152-HQPA),Sytox Green<>39.91241<>90.49906<>135.9807<>184.7109<>233.4412<>264.9998<>291.9175<>323.9402<>333.6863<>350.3938<>362.4604<>374.991
128,1,Pelitinib (EKB-569),Sytox Green<>35.27143<>50.58666<>74.25565<>117.8808<>176.8212<>241.7949<>289.1329<>328.1171<>379.1679<>404.6933<>445.0698<>483.5899
129,1,CEP-18770 (Delanzomib),Sytox Green<>33.41504<>75.64793<>233.4412<>435.7878<>558.7737<>624.2115<>660.8752<>681.7596<>685.0083<>684.0801<>694.7543<>698.0031
130,1,Tigecycline,Sytox Green<>27.84587<>68.22237<>118.3449<>174.0367<>211.1645<>241.3308<>262.6794<>285.4201<>305.3763<>320.2274<>340.1837<>347.1451
131,1,CP-724714,Sytox Green<>23.20489<>84.92989<>121.5936<>163.8265<>195.3852<>222.7669<>244.1154<>267.7844<>290.9893<>316.9788<>335.0786<>366.1731
132,1,Prazosin HCl,Sytox Green<>20.4203<>82.1453<>137.837<>197.7056<>236.6899<>271.4972<>278.9228<>295.6303<>303.5199<>314.6583<>334.6145<>338.7914
133,1,BIIB021,Sytox Green<>22.74079<>48.26617<>72.86335<>109.063<>148.9754<>186.1032<>242.7231<>314.1942<>386.5934<>449.2466<>512.364<>555.525
134,1,Topiramate,Sytox Green<>21.3485<>70.07877<>114.1681<>172.1803<>219.0542<>254.3256<>277.5305<>279.851<>293.7739<>318.8352<>339.7196<>342.5042
135,1,BIBR 1532,Sytox Green<>29.70226<>81.68121<>125.3064<>174.9649<>212.5568<>248.2923<>277.9946<>296.5585<>320.2274<>334.1504<>343.4323<>368.4936
136,1,Elaiophylin,Sytox Green<>37.12782<>692.8979<>1167.206<>1347.74<>1421.067<>1441.024<>1461.444<>1459.588<>1460.98<>1461.444<>1443.344<>1452.626
137,1,TAK-700 (Orteronel),Sytox Green<>26.45357<>54.76354<>86.78629<>131.8038<>158.7214<>184.7109<>202.3466<>230.1925<>242.259<>266.8562<>278.9228<>300.7354
138,1,Atazanavir Sulfate,Sytox Green<>40.8406<>112.3117<>171.7162<>235.7617<>298.4149<>352.2502<>378.7038<>401.4446<>409.7983<>424.1854<>445.5338<>458.0645
139,1,Melatonin,Sytox Green<>31.09455<>66.36598<>120.6654<>176.8212<>206.9876<>242.259<>274.7459<>293.3098<>301.1995<>318.8352<>335.0786<>359.2117
140,1,Doxercalciferol,Sytox Green<>40.37651<>81.68121<>128.091<>194.457<>249.2205<>292.3816<>304.4482<>320.6916<>336.4709<>355.4989<>376.3833<>394.9472
141,1,Bendamustine HCl,Sytox Green<>36.19963<>83.0735<>126.6987<>201.4184<>255.7179<>298.879<>327.1889<>349.4656<>363.8527<>390.7703<>403.765<>421.8649
142,1,Oligomycin A,Sytox Green<>53.37124<>315.5865<>357.8194<>426.9699<>497.0487<>563.8788<>613.5372<>658.5547<>662.7316<>658.5547<>657.1624<>647.8805
143,1,NMS-873,Sytox Green<>48.73027<>189.3519<>808.9224<>1247.495<>1439.631<>1530.13<>1581.645<>1591.391<>1584.894<>1589.535<>1596.496<>1553.335
144,1,EHop-016 ,Sytox Green<>51.51485<>284.4919<>374.0628<>478.9489<>583.835<>668.7649<>737.9155<>801.4968<>869.7192<>911.488<>960.6824<>975.9976
145,1,Veliparib (ABT-888),Sytox Green<>37.12782<>71.00696<>121.1295<>184.2468<>217.1978<>246.9<>267.3203<>284.956<>305.3763<>324.4043<>342.9683<>363.3885
146,1,Dacarbazine,Sytox Green<>22.27669<>58.94042<>99.31693<>158.7214<>207.9158<>252.4692<>276.6023<>300.7354<>322.0839<>339.7196<>357.8194<>383.3448
147,1,Bortezomib (PS-341),Sytox Green<>49.19436<>96.53233<>384.7371<>723.9925<>1007.092<>1189.483<>1281.838<>1346.812<>1400.183<>1460.052<>1513.887<>1546.374
148,1,Fludarabine Phosphate,Sytox Green<>22.27669<>55.69173<>107.2066<>151.76<>207.9158<>236.2258<>260.3589<>276.1382<>296.0944<>300.7354<>320.2274<>337.3991
149,1,Erlotinib HCl (OSI-744),Sytox Green<>32.02275<>67.29417<>103.4938<>140.6216<>163.8265<>179.1417<>200.9543<>216.7337<>232.0489<>254.3256<>272.4254<>289.597
150,1,Amuvatinib (MP-470),Sytox Green<>41.3047<>136.9088<>199.562<>262.6794<>302.1277<>329.5094<>355.963<>373.5987<>392.6267<>406.0855<>437.1801<>463.1696
151,1,Pazopanib HCl (GW786034 HCl),Sytox Green<>35.73553<>151.76<>196.7775<>235.2976<>260.8229<>277.9946<>295.1662<>300.7354<>304.4482<>304.9122<>310.4814<>321.1557
152,1,Rufinamide,Sytox Green<>37.12782<>97.92463<>159.6496<>245.5077<>305.3763<>344.3605<>375.9192<>395.8754<>417.2239<>444.1416<>466.4182<>479.413
