(+)-Matrine,SG+,15.3,10.7,10.2,5.1,4.2,4.6,7.9,8.8,16.2,22.3,26.0,38.5,44.1,47.8,52.0,54.8,57.5,93.7,125.8,168.0,219.1,257.1,304.0,372.2,406.5,mKate2+,245.5,270.1,310.0,361.1,395.4,447.9,479.9,579.7,597.3,650.7,675.7,698.0,763.9,768.5,808.5,810.8,800.1,782.0,814.0,803.8,755.6,712.4,767.2,711.5,656.2,,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.05,0.05,0.06,0.06,0.06,0.07,0.11,0.13,0.17,0.22,0.27,0.28,0.34,0.38,0.383,9.84
(+)-Usniacin,SG+,13.5,8.4,8.8,7.9,6.0,4.6,4.6,6.0,6.0,5.6,8.4,7.4,7.0,11.6,14.4,23.2,28.8,55.7,84.9,104.9,149.4,166.1,169.4,221.4,264.1,mKate2+,160.6,170.8,197.7,222.8,263.1,318.8,369.4,435.8,457.6,517.0,528.1,541.6,632.1,586.2,676.7,698.9,685.0,735.1,747.2,808.9,698.5,696.6,672.0,707.7,662.7,,0.08,0.07,0.06,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.04,0.07,0.10,0.11,0.18,0.19,0.20,0.24,0.28,0.285,7.40
(6-)_-_Aminocaproic acid,SG+,9.7,8.4,5.6,4.6,2.3,2.3,1.9,2.3,1.4,1.4,1.9,6.0,11.1,14.9,20.4,21.3,36.2,66.8,105.8,144.8,187.5,231.1,251.5,266.4,287.7,mKate2+,230.7,239.5,285.9,330.0,382.4,459.5,533.2,606.6,673.4,738.8,744.9,759.3,867.4,804.3,784.3,805.7,843.7,821.9,781.5,709.1,720.3,681.3,666.4,698.9,654.8,,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.03,0.04,0.08,0.12,0.17,0.21,0.25,0.27,0.28,0.31,0.305,7.62
1-Hexadecanol,SG+,9.3,7.9,6.0,6.0,4.2,2.3,3.2,7.4,5.1,2.8,1.9,7.0,8.8,9.7,8.4,11.6,17.6,32.0,61.3,63.1,84.5,108.1,129.5,173.6,185.6,mKate2+,168.9,183.8,221.4,252.5,290.5,329.5,388.4,448.8,506.8,565.7,588.0,653.4,645.6,683.6,727.2,734.7,750.9,777.8,711.9,713.3,709.1,690.1,682.7,659.9,617.7,,0.05,0.05,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.04,0.08,0.08,0.11,0.14,0.16,0.21,0.23,0.231,5.32
10-Deacetylbaccatin-III,SG+,13.9,16.7,8.8,4.2,3.2,3.2,3.2,3.2,4.6,7.9,8.4,9.7,12.1,24.1,36.7,48.3,63.6,80.3,91.4,98.9,144.3,177.3,208.8,234.8,260.4,mKate2+,197.2,214.9,236.2,271.5,324.4,364.3,404.7,463.2,521.2,572.7,636.7,685.9,691.5,728.2,729.6,720.3,755.6,835.4,770.9,795.5,775.5,755.6,724.5,778.3,753.2,,0.07,0.07,0.07,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.05,0.06,0.08,0.09,0.11,0.11,0.16,0.19,0.22,0.23,0.26,0.257,7.94
10058-F4,SG+,4.6,4.6,0.9,0.9,1.4,3.2,3.7,3.7,4.6,5.1,7.9,10.2,10.7,17.6,23.7,29.2,36.2,63.6,112.8,131.3,142.9,169.4,174.5,190.3,211.6,mKate2+,210.2,240.9,275.2,328.6,362.5,419.5,486.8,532.8,608.4,639.5,703.6,711.5,716.1,746.3,760.7,746.3,812.6,736.5,760.7,775.0,749.1,765.3,711.5,726.3,714.7,,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.04,0.04,0.08,0.13,0.14,0.16,0.18,0.20,0.21,0.23,0.228,5.98
17-AAG (Tanespimycin),SG+,0.5,1.4,2.3,1.9,3.2,6.5,15.3,27.4,41.8,57.1,84.9,118.8,149.4,173.1,205.1,229.3,263.6,284.0,300.3,308.6,314.7,320.2,323.0,320.2,311.9,mKate2+,285.0,290.1,285.9,294.2,293.3,290.5,296.1,290.1,287.7,291.0,276.6,281.7,273.8,267.8,258.0,239.0,228.3,202.8,188.0,169.9,144.3,129.9,116.5,106.7,96.5,,0.00,0.00,0.01,0.01,0.01,0.02,0.05,0.09,0.13,0.16,0.23,0.30,0.35,0.39,0.44,0.49,0.54,0.58,0.62,0.65,0.69,0.71,0.73,0.75,0.77,0.770,33.34
17-DMAG (Alvespimycin) HCl,SG+,7.9,9.3,10.2,3.7,4.2,6.5,9.7,20.0,38.1,55.7,68.2,85.4,111.4,140.2,167.5,215.8,239.0,266.4,283.1,298.9,297.0,305.4,323.0,310.0,295.2,mKate2+,263.6,245.5,251.1,260.4,261.3,260.4,259.9,253.4,265.5,255.3,246.4,257.1,256.2,254.3,261.3,245.5,219.1,207.0,188.9,184.7,161.5,148.5,133.7,119.3,113.2,,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.07,0.13,0.18,0.22,0.25,0.30,0.36,0.39,0.47,0.52,0.56,0.60,0.62,0.65,0.67,0.71,0.73,0.74,0.740,32.22
2-Methoxyestradiol (2-MeOE2),SG+,18.1,17.6,16.7,11.1,27.8,55.2,109.1,184.7,244.6,291.9,292.4,309.1,309.1,312.3,295.6,291.0,311.9,300.3,324.4,313.7,303.5,312.3,316.1,332.3,329.0,mKate2+,288.7,285.9,287.3,287.7,280.3,262.2,245.0,226.5,218.6,219.5,223.7,228.8,226.9,218.6,205.1,207.5,183.3,181.0,169.4,166.1,147.1,144.3,143.9,127.2,126.7,,0.06,0.06,0.06,0.06,0.09,0.17,0.31,0.45,0.53,0.57,0.57,0.57,0.58,0.59,0.60,0.60,0.63,0.63,0.66,0.66,0.69,0.69,0.69,0.72,0.72,0.724,46.28
2-Thiouracil,SG+,4.6,5.1,4.2,2.8,1.9,1.4,8.8,7.0,12.1,19.0,24.1,22.7,34.3,45.5,44.1,56.2,65.4,71.0,83.5,106.3,132.3,156.9,203.7,261.3,319.3,mKate2+,190.3,217.2,221.4,243.7,265.0,303.1,324.4,328.6,361.1,383.3,403.8,439.5,477.1,492.4,487.3,523.0,554.6,563.0,601.5,581.5,623.7,634.0,586.2,596.4,627.9,,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.05,0.06,0.05,0.07,0.08,0.09,0.10,0.11,0.11,0.12,0.15,0.17,0.20,0.26,0.30,0.34,0.337,9.16
20-Hydroxyecdysone,SG+,14.9,13.5,10.2,7.0,3.7,4.2,6.0,7.4,12.5,12.5,11.6,16.7,22.7,29.7,29.2,41.8,55.7,88.6,123.0,162.9,186.6,222.8,252.5,273.4,292.8,mKate2+,258.5,287.3,345.3,398.7,451.1,523.5,595.4,647.0,702.6,740.7,784.3,789.0,801.5,841.9,852.1,879.0,866.9,870.6,788.5,789.9,778.3,802.4,716.6,689.6,675.3,,0.05,0.05,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.05,0.06,0.09,0.13,0.17,0.19,0.22,0.26,0.28,0.30,0.302,8.10
3-Deazaneplanocin A (DZNeP),SG+,4.2,3.2,3.7,0.5,1.4,1.9,1.4,1.4,0.9,0.5,1.9,2.3,1.4,1.9,7.4,10.2,17.6,33.4,45.5,59.4,68.2,83.5,96.1,109.5,124.4,mKate2+,158.3,189.8,200.0,235.3,268.2,305.8,343.9,371.3,391.2,440.9,413.0,455.3,492.4,530.0,512.8,555.5,550.0,584.8,603.3,600.5,620.0,626.5,593.6,632.1,653.9,,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.05,0.07,0.09,0.10,0.12,0.14,0.15,0.16,0.160,4.18
3-Indolebutyric acid (IBA),SG+,10.2,9.7,8.4,4.6,3.7,5.1,6.0,6.5,7.0,7.0,10.2,13.0,12.1,16.7,17.6,33.4,48.3,65.9,92.8,127.6,173.1,203.7,251.5,288.7,313.3,mKate2+,164.3,181.9,210.7,252.9,290.1,349.5,427.0,479.9,531.9,558.8,613.5,640.5,695.2,699.4,706.4,738.8,796.9,817.7,850.2,756.9,658.1,718.9,769.9,726.8,671.5,,0.06,0.05,0.05,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.06,0.07,0.10,0.14,0.21,0.22,0.25,0.28,0.32,0.318,7.76
3-Methyladenine,SG+,7.9,7.0,6.5,4.6,4.6,3.2,5.6,7.0,6.5,9.3,7.9,7.4,12.5,16.2,33.0,34.3,53.4,82.6,122.5,188.0,251.5,285.0,322.1,367.6,407.9,mKate2+,256.2,281.2,330.0,383.8,445.1,504.5,575.9,656.7,731.9,763.9,788.0,818.2,811.2,830.7,870.2,834.4,813.1,745.8,687.8,711.9,672.0,662.3,633.0,624.2,553.7,,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.04,0.04,0.06,0.10,0.15,0.21,0.27,0.30,0.34,0.37,0.42,0.424,9.26
4-Aminohippuric Acid,SG+,10.2,10.2,7.9,7.0,4.6,2.8,1.9,3.2,3.2,6.5,7.4,5.6,7.4,7.4,13.9,23.2,32.5,43.6,67.8,99.8,124.4,170.8,214.4,247.8,301.2,mKate2+,175.4,190.3,230.7,272.4,307.7,362.9,409.3,461.8,527.7,587.5,618.6,686.4,733.7,722.6,741.6,802.9,852.5,835.4,860.4,833.1,847.9,788.5,801.5,829.3,811.2,,0.05,0.05,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.02,0.03,0.04,0.05,0.07,0.11,0.13,0.18,0.21,0.23,0.27,0.271,6.20
4-Methylumbelliferone (4-MU),SG+,4.6,5.1,2.8,2.3,2.8,3.2,3.7,6.5,6.0,9.7,8.4,7.9,10.2,16.7,16.7,18.6,34.3,41.8,75.2,122.1,182.4,210.7,269.2,317.4,359.7,mKate2+,196.8,209.8,251.5,294.7,329.5,379.2,441.8,505.9,563.4,610.3,639.5,679.4,690.6,752.8,818.7,825.2,831.7,796.9,803.4,800.1,749.1,764.4,690.6,640.9,637.2,,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.04,0.05,0.09,0.13,0.20,0.22,0.28,0.33,0.36,0.361,7.08
4_8C,SG+,9.7,9.7,11.6,9.3,6.5,6.0,7.4,8.4,10.7,15.3,14.9,13.5,13.9,14.4,26.0,38.1,62.2,97.9,144.8,239.5,280.8,340.2,405.6,478.9,532.3,mKate2+,267.8,288.2,331.4,395.4,453.0,516.5,581.1,642.8,691.5,711.5,749.5,728.6,831.2,821.5,841.4,756.0,835.8,750.0,823.3,721.2,710.1,656.2,570.4,616.8,608.0,,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.05,0.07,0.12,0.15,0.25,0.28,0.34,0.42,0.44,0.47,0.467,10.78
5-Aminolevulinic acid HCl,SG+,5.1,6.5,4.6,3.7,2.8,3.7,5.1,5.1,3.7,5.6,4.6,8.4,7.0,11.6,15.3,24.6,35.7,64.5,93.3,120.2,154.1,156.9,187.0,190.3,206.5,mKate2+,190.3,202.3,218.1,274.3,310.0,341.1,387.1,440.0,476.2,505.4,544.9,553.2,614.5,639.5,656.2,672.0,702.6,697.5,721.7,689.6,713.8,704.0,748.6,763.0,724.0,,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.04,0.05,0.08,0.11,0.15,0.18,0.18,0.20,0.20,0.22,0.222,6.22
"5-hydroxymethyl Tolterodine (PNU 200577, 5-HMT, 5-HM)",SG+,3.7,4.2,2.3,1.4,2.3,2.3,2.8,4.6,3.7,3.2,3.7,6.0,7.0,13.9,17.6,9.7,12.1,16.2,32.0,39.4,53.4,67.3,89.6,122.1,152.7,mKate2+,104.4,113.7,136.9,151.8,194.9,231.6,272.4,316.5,365.7,418.2,455.3,505.4,535.6,556.5,588.5,622.8,668.8,738.4,734.2,776.9,753.7,755.6,735.6,762.5,757.4,,0.03,0.04,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.03,0.03,0.02,0.04,0.05,0.07,0.08,0.11,0.14,0.17,0.168,3.76
5-hydroxytryptophan (5-HTP),SG+,11.1,10.7,8.4,5.6,7.0,5.1,5.6,3.7,4.2,5.6,3.7,5.1,9.7,15.8,17.6,21.8,39.4,56.6,95.6,128.1,160.1,186.1,193.5,197.2,233.9,mKate2+,213.0,232.5,268.2,313.7,362.5,419.1,474.8,526.8,579.7,617.3,675.3,694.8,720.3,743.9,748.1,792.2,850.2,826.1,833.5,783.4,748.6,797.8,769.9,780.6,741.2,,0.05,0.05,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.04,0.06,0.10,0.14,0.18,0.19,0.20,0.20,0.24,0.240,6.58
7-Aminocephalosporanic acid,SG+,17.6,19.5,12.5,6.0,4.6,3.7,5.1,5.6,6.5,9.3,10.2,13.5,13.9,17.6,24.6,40.4,55.2,78.9,101.6,127.2,154.1,184.2,217.2,233.9,257.6,mKate2+,235.3,257.6,293.8,346.7,399.1,465.5,537.9,613.1,690.1,742.6,731.0,765.8,830.7,848.4,842.3,885.0,844.7,767.6,793.1,791.3,713.3,743.5,687.3,679.4,659.9,,0.07,0.07,0.06,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.03,0.04,0.06,0.09,0.11,0.14,0.18,0.20,0.24,0.26,0.28,0.281,8.02
8-Azaguanine,SG+,7.0,5.1,2.3,1.9,1.4,2.8,3.2,4.2,2.3,2.8,6.0,6.5,9.3,11.6,13.0,19.0,23.2,38.1,56.6,74.3,116.5,166.1,220.4,280.3,333.7,mKate2+,151.3,170.8,200.5,237.6,279.4,321.6,357.4,388.9,395.4,406.1,411.2,418.6,401.4,407.5,417.7,409.3,412.6,408.9,406.5,383.3,393.6,366.2,363.9,344.4,333.2,,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.05,0.09,0.12,0.16,0.23,0.31,0.38,0.45,0.50,0.500,9.76
A-205804,SG+,4.2,7.4,3.7,1.9,1.9,1.4,4.2,4.6,3.7,2.8,8.8,13.5,9.3,12.1,13.0,28.8,43.2,56.6,85.4,142.5,182.9,243.7,291.0,330.4,367.6,mKate2+,168.5,180.5,213.5,243.2,289.1,330.9,374.5,426.5,486.4,521.2,568.5,593.6,644.2,685.9,725.8,768.5,804.3,808.0,779.2,668.3,693.4,624.7,611.7,611.2,565.7,,0.02,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.04,0.05,0.07,0.10,0.18,0.21,0.28,0.32,0.35,0.39,0.394,8.50
A-674563,SG+,4.6,5.6,11.6,22.7,50.1,58.5,64.5,67.3,65.0,61.7,57.1,52.0,53.8,55.7,63.1,72.9,78.9,86.3,96.5,114.2,131.3,151.8,175.0,197.2,224.2,mKate2+,275.2,294.2,301.7,296.6,276.6,278.5,273.8,268.7,268.7,265.9,263.6,267.8,260.4,257.6,257.1,243.7,239.9,238.5,231.1,218.1,206.1,191.2,176.4,164.8,148.0,,0.02,0.02,0.04,0.07,0.15,0.17,0.19,0.20,0.20,0.20,0.20,0.20,0.21,0.21,0.21,0.23,0.25,0.27,0.29,0.34,0.39,0.44,0.50,0.54,0.60,0.602,23.32
A-769662,SG+,5.1,7.0,6.0,6.0,4.6,4.2,4.6,7.0,7.9,6.0,8.4,9.3,8.8,14.4,19.0,26.5,39.9,73.3,112.8,128.6,171.3,190.3,201.9,242.7,253.9,mKate2+,226.0,252.5,291.5,341.6,395.9,444.1,491.5,575.9,617.3,669.7,710.5,755.6,812.6,814.0,843.3,853.9,891.5,774.1,796.9,836.3,819.6,788.5,776.9,745.8,747.7,,0.02,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.04,0.09,0.12,0.13,0.17,0.19,0.21,0.25,0.25,0.253,6.34
A-803467,SG+,5.6,5.6,5.6,5.1,4.6,4.6,3.7,5.6,6.0,5.6,9.3,8.8,7.4,12.1,12.5,13.5,31.1,52.9,78.0,96.5,120.2,132.7,162.4,176.4,204.2,mKate2+,163.8,180.5,216.7,243.7,279.4,341.6,395.4,437.6,514.2,547.2,579.7,662.7,673.9,703.1,685.0,737.5,714.2,692.4,672.9,686.4,705.0,655.8,640.9,640.5,566.2,,0.03,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.04,0.07,0.10,0.12,0.15,0.17,0.20,0.22,0.27,0.265,5.92
A66,SG+,4.6,5.6,6.5,5.1,5.6,5.6,7.4,4.2,6.0,9.3,9.3,9.7,13.0,10.7,16.7,20.9,23.7,30.2,34.3,42.2,63.6,84.5,112.3,127.6,159.6,mKate2+,138.8,149.0,172.2,202.3,241.8,278.9,330.4,371.7,417.7,471.5,509.6,574.1,596.4,606.6,640.0,659.9,704.5,698.9,711.0,744.4,692.0,736.5,701.7,686.9,694.8,,0.03,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.05,0.05,0.08,0.10,0.14,0.16,0.19,0.187,4.56
A922500,SG+,7.4,6.5,3.7,2.8,2.8,4.6,4.2,3.7,4.6,4.2,5.6,9.3,9.7,13.0,16.7,26.9,27.8,39.0,72.4,113.7,132.7,176.4,213.5,239.9,257.1,mKate2+,197.2,224.6,271.0,319.3,352.7,384.7,452.5,501.2,595.4,635.3,704.0,721.2,775.0,839.6,853.0,864.6,881.8,839.1,882.7,861.8,820.1,750.9,744.4,739.8,757.9,,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.04,0.08,0.12,0.14,0.19,0.22,0.24,0.25,0.253,5.90
Abiraterone Acetate,SG+,17.2,15.3,10.7,5.1,5.6,6.5,6.0,8.8,11.1,14.4,14.4,14.9,16.7,14.9,23.2,23.2,36.2,32.0,46.4,64.0,86.3,98.9,132.3,177.3,179.6,mKate2+,172.2,195.8,231.6,254.3,294.2,345.3,391.7,464.1,520.3,582.0,620.0,683.6,754.2,768.5,781.5,822.4,815.9,818.2,811.7,818.2,806.1,770.9,764.4,731.0,678.0,,0.09,0.08,0.07,0.06,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.04,0.04,0.05,0.07,0.10,0.11,0.15,0.20,0.21,0.209,6.08
ABT-199 (GDC-0199),SG+,2.3,3.7,4.2,3.7,3.2,5.1,6.5,7.4,10.7,10.2,13.0,13.5,17.2,20.9,32.0,46.9,78.4,116.0,192.6,259.4,347.1,421.9,502.2,571.8,647.9,mKate2+,264.1,305.8,353.6,409.8,474.3,525.8,587.5,631.2,691.0,698.5,761.1,759.7,808.9,798.7,777.8,814.0,787.6,720.3,773.7,710.1,684.5,672.5,654.8,641.4,615.9,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.04,0.05,0.09,0.14,0.20,0.27,0.34,0.39,0.43,0.47,0.51,0.513,11.52
ABT-263 (Navitoclax),SG+,5.6,5.6,7.0,6.0,9.3,9.3,10.2,11.1,13.5,16.7,19.0,33.9,47.3,52.9,93.7,167.5,319.3,464.6,682.7,931.0,1140.8,1312.5,1472.1,1602.1,1712.5,mKate2+,207.5,206.5,235.8,272.4,320.7,370.8,411.2,469.2,498.9,578.7,625.1,642.8,639.1,683.6,672.9,668.3,679.9,705.0,601.9,526.8,526.8,488.2,471.1,454.4,466.4,,0.03,0.03,0.03,0.02,0.03,0.02,0.02,0.02,0.03,0.03,0.03,0.05,0.07,0.07,0.12,0.20,0.32,0.40,0.53,0.64,0.68,0.73,0.76,0.78,0.79,0.786,24.08
ABT-737,SG+,4.6,4.6,4.6,3.2,2.3,3.7,3.2,3.2,7.0,12.1,18.6,21.8,29.7,34.8,63.1,97.0,149.0,215.3,345.3,493.8,690.1,840.9,1040.0,1212.2,1406.2,mKate2+,232.0,244.1,278.5,341.1,385.2,434.4,465.0,524.4,591.7,647.4,667.4,695.2,715.6,797.8,716.1,733.7,728.2,793.1,728.6,680.8,685.5,585.7,535.6,535.6,498.9,,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.03,0.04,0.04,0.08,0.12,0.17,0.21,0.32,0.42,0.50,0.59,0.66,0.69,0.74,0.738,17.60
